SMILES,logKow_EPISuite
CCN(CC)C(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(=O)N1CCOCC1)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)N1CCCCC1)C(F)(F)F,
OC(=O)C(F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,
OC(=O)C(F)(C(F)(F)F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,
OC(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,
[Na+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[Na+].[O-]S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[K+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,
[K+].[O-]C(=O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC=C,
CCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OC(=O)C=C(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCCCCCCCOC[C@H](COC(=O)C(F)(F)C(F)(F)C(F)(F)F)OC(C)=O,
[Na+].CN(C)CCN(CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
Nc1ncnc2n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c(nc12)C(F)(F)C(F)(F)C(F)(F)F,
ClC=CCl.COC(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CCCO1,
[Sr++].CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,
N[S@](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(=O)NCC=C,
[Na+].CCCCCCCCC(OS([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[H]C(=C(/[H])C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([O-])=O,
FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=N1,
[H]C(=C([H])C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[H]C(=N/[S@@](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(F)=CC=C1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N[N+]1=CC=CC=C1,
CC(C)(C)C(=O)C(=NNC1=CC=C(C=C1)[N+]([O-])=O)C(=O)C(F)(F)C(F)(F)C(F)(F)F,
[Eu+3].[2H]C([2H])([2H])C(C(=O)C=C(/[O-])C(F)(F)C(F)(F)C(F)(F)F)(C([2H])([2H])[2H])C([2H])([2H])[2H].[2H]C([2H])([2H])C(C(=O)C=C(/[O-])C(F)(F)C(F)(F)C(F)(F)F)(C([2H])([2H])[2H])C([2H])([2H])[2H].[2H]C([2H])([2H])C(C(=O)C=C(/[O-])C(F)(F)C(F)(F)C(F)(F)F)(C([2H])([2H])[2H])C([2H])([2H])[2H],
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)C(=[I]C1=CC=CC=C1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(=O)C(C(=O)N1CCCCC1)=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,
C[NH3+].[O-]C(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,
,
[H]C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[H][C@](C)(O)C(F)(F)C(F)(F)C(F)(F)F,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)COC(=O)CCN1CC1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(C1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=C1C(=O)SCC1=CC=CC=C1,
OC(=O)CC(C[N+]([O-])=O)C(F)(F)C(F)(F)C(F)(F)F,
CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CI,
NC1=CC(=CC(N)=C1)C(F)(F)C(F)(F)C(F)(F)F,
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(Br)=C,
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CC1=C(C(=NN1)C(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,
FC(F)(F)C(F)(OC(F)(F)C(F)(F)I)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)Br,
CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N,
FC(F)(F)C(F)(C#C)C(F)(F)F,
CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,
OC1=C(C=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,
COC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
COC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCOCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[Cd++].F[C-](F)C(F)(F)C(F)(F)C(F)(F)F.F[C-](F)C(F)(F)C(F)(F)C(F)(F)F,
OCCC(I)CC(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(=O)CC1=CC=CC=C1,
CCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,
[H]C12CC(C([H])(C1)C=C2)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CC(=O)C1=CNC=C1C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C1(F)F,
OCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
NC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Sn](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC=C,
COCC(F)(F)C(F)(F)C(F)(F)F,
CCCCC(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)N=C=O,
NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(C1=CC2=C(NC(=O)N(C2)NCC2=CN=CC=C2)C=C1)C(F)(F)F,
CCCCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)C1=CC=C(C=C1)P(C1=CC=C(C=C1)C(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,
CCCCCC(I)CC(F)(C(F)(F)F)C(F)(F)F,
FC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)[Si](Cl)(Cl)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)F,
COC1=CC(CBr)=C(C=C1)N=C(/Cl)C(F)(F)C(F)(F)C(F)(F)F,
CCN.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,
CC[NH3+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,
CC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
C1CNCCN1.OC(=O)C(F)(F)C(F)(F)C(F)(F)F,
COC1=CC2=C(NC(=C2)C(F)(F)C(F)(F)C(F)(F)F)C=C1,
FC(F)(F)C(I)CC(F)(C(F)(F)F)C(F)(F)F,
CCN(CS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[Li+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C(I)C1=CC=CC=C1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CN=CN1,
FC(F)(F)C(F)(F)C(F)(F)C1=C(CCl)C=CC(CCl)=C1,
CC=CC(=O)C(F)(C(F)(F)F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)CCI,
CC=CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
COC(=O)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F,
FC1=C(F)C(F)=C(C(F)=C1F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)CC(=O)C1=CC=CC=C1,
[K+].[O-]S(=O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[H][NH+]([H])[H].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
,
[H]N(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
,
,
,
,
[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
OC(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,
[Na+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,
[Br-].C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O,
CCCCCCCCCCCCC(OC1=CC=CC=C1C#N)C(O)=N/C1=CC(O)=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,
[H]C#CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,
[NH4+].OCCN(CC(O)CS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)CCBr,
CC=CC(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OC(O)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)CC(F)(F)CCI,
FC(F)OCC(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)F,
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C1CO1,
CC(F)(F)OCC(F)(F)C(F)(F)C(F)(F)F,
OCCCCCCOCC(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(=N)NCl,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,
FC(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cc1,
CCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOCC=C,
CCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
NCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
N[C@@H](CC(F)(F)C(F)(F)C(F)(F)F)C(O)=O,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CN(C)[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N(C)C,
OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)c1cncnc1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[O-][N+](=O)c1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)F,
CNC.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCOC=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,
CC(=O)OC(=C)CC(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(Br)cc1,
COc1cccc(c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,
OC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,
CC(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CS(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCOC(=O)C=C,
COC(=O)CCC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,
CC(=C)C(=O)OCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,
CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CN(S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[Sn](C)(C)C,
CC(=C)C(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CC(C)(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,
Cc1cnc(c2ccccc12)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)c1nc(Cl)cc(Cl)n1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1Nccn1,
Oc1cccc(CCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1O,
[O-][N+](=O)c1ccc(cc1)C(=O)C(F)(F)C(F)(F)C(F)(F)F,
OCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCOC(F)(c1ccccc1N)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2,
OC(=O)c1ccc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,
CCOC(=O)C(=[N+]=[N-])C(=O)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C1=NCCN1c1ccccc1,
FC(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc(Cl)cc1,
FC(F)(F)C(F)(F)C(F)(F)C(=S)N1CCOCC1,
CCOC(=O)c1ccc(SC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,
Cc1ccc(cc1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CN(C)CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(=O)c2ccccc2O1,
COCCN(CCOC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
COc1nc(n(C)n1)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccc(cc1)P(c1ccc(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc1)c1ccc(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc1)(C(F)(F)F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nNc(c1):c1ccccc1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccc(Oc2cccc(Oc3cccc(c3)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c1,
Fc1c2Nnc(c2c(F)c(F)c1F)C(F)(F)C(F)(F)C(F)(F)F,
CC(C)(C)C1=NCCCN=C(CC(=NCCCN=C(C1)C(F)(F)C(F)(F)C(F)(F)F)C(C)(C)C)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N1CCOCC1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1NC(=O)Nc1ccccc1,
COc1ccc2nccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2c1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)n1nnc2ccccc12,
COc1c2C(=O)C=C(Oc2c(OC)c2occc12)C(F)(F)C(F)(F)C(F)(F)F,
